Index,Country,CityCode,CityName,Name,Longitude,Latitude,pop1975,pop1980,pop1990,pop2000,pop2010,pop2020,pop2025,pop2030,pop2040,pop2050,gr1975,gr2000,gr2020,gr2025,gr2050,nr1975,nr2000,nr2020,nr2025,nr2050
188,Brazil,7802,Belo Horizonte,Belo Horizonte,-43.99167169,-19.900621,1.3,1.7,2.6,3.5,3.8,4.1,4.2,4.2,4.2,4.1,120,72,97,105,133,4,3,3,3,3
1793,Iran (Islamic Republic of),5114,Karaj,Karaj,50.97611534,35.75953695,0.9,1,1.7,2,2.6,3.3,3.6,3.7,3.9,4.1,206,165,134,131,134,3,3,3,3,3
2296,Pakistan,7167,Multan,Multan,71.47529172,30.19047068,0.8,0.9,1.4,1.9,2.5,2.8,3,3.1,3.6,4.1,234,168,173,165,135,7,6,7,7,7
847,China,2715,Ürümqi,Ürümqi,87.59240872,43.8286426,0.9,1.1,1.4,1.9,2.7,3.7,3.8,3.9,4,4,201,172,114,122,136,30,34,21,21,20
697,China,8609,Taiyuan,Taiyuan,112.5479978,37.85310571,0.8,1,1.6,2.5,3.1,3.9,4,4,4,4,247,129,104,112,137,36,28,19,19,21
2687,Türkiye,4941,Ankara,Ankara,32.86789433,39.9540728,1.3,1.4,2,2.4,2.9,3.5,3.6,3.7,3.9,4,119,132,126,129,138,3,3,2,2,2
1389,India,8886,Indore,Indore,75.85567001,22.6991756,1,1.2,1.5,2,2.6,3.4,3.5,3.6,3.8,4,159,163,133,136,139,18,20,17,17,17
854,"China, Hong Kong SAR",11566,Tamar (Hong Kong),Hong Kong,114.1829838,22.31635709,2.9,3.2,3.6,4.3,4.6,4.8,4.7,4.7,4.4,3.9,40,50,82,90,140,1,1,1,1,1
1545,India,11039,Patna,Patna,85.13971841,25.59702031,0.9,1.1,1.4,2,2.6,3.1,3.3,3.4,3.7,3.9,199,157,147,141,141,22,19,19,18,18
616,China,11956,Ningbo,Ningbo,121.5626312,29.9132917,0.3,0.3,0.6,1.7,2.3,2.9,3.1,3.3,3.7,3.8,616,191,166,161,142,92,37,32,30,22
2905,United States of America,8123,"Washington, D.C.","Washington, D.C.",-77.07433773,38.90714195,1.1,1,1.4,1.9,2.4,3.1,3.3,3.4,3.6,3.7,152,171,153,145,143,8,7,6,5,4
